order_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
2572,Home,2787,22.3,Wallet,519,14,0,67.7,2,1,2,0
2573,Footwear,1464,54.9,Prepaid_UPI,856,15,1,306.4,5,1,3,0
2574,Footwear,1418,37.3,COD,107,6,1,272.7,2,0,3,0
2575,Home,4033,48.5,Wallet,36,1,0,404.5,6,0,4,0
2576,Home,2023,4.3,Prepaid_Card,77,1,0,253.2,4,1,2,0
2577,Home,5293,3.7,COD,269,8,0,141.6,4,0,,0
2578,Footwear,799,31.3,COD,78,2,0,252.9,4,1,4,1
2579,Apparel,587,28.2,Prepaid_Card,243,3,0,106.3,1,0,1,0
2580,Beauty,801,40.7,COD,624,9,1,205.9,1,0,4,0
2581,Apparel,1799,0,Prepaid_Card,742,20,2,130.9,6,1,3,1
2582,Footwear,1793,32.6,COD,405,9,2,471,3,1,,0
2583,Apparel,1247,36.8,Prepaid_Card,287,5,1,224.2,7,1,3,0
2584,Apparel,1582,36,COD,258,5,0,130,4,0,,1
2585,Apparel,1819,15.9,Prepaid_UPI,330,10,1,542.5,1,1,5,0
2586,Electronics,14651,29.8,COD,241,4,1,236.7,1,0,,1
2587,Electronics,33216,10.4,COD,6,1,0,147.3,3,0,,0
2588,Apparel,915,17.6,Prepaid_Card,236,5,1,190.3,2,0,1,0
2589,Electronics,29428,6.4,Prepaid_Card,120,0,0,362.5,4,1,2,1
2590,Electronics,20949,10.6,Prepaid_Card,6,2,0,310.7,5,1,5,0
2591,Footwear,4207,18.4,Prepaid_Card,99,4,0,265.9,5,1,4,0
2592,Footwear,4428,14.6,COD,358,7,2,99.1,5,1,2,0
2593,Home,6261,10.6,Prepaid_UPI,1,0,0,521.7,6,1,3,1
2594,Apparel,2048,2.5,Prepaid_Card,37,1,0,393.9,7,1,,0
2595,Apparel,646,51.4,COD,141,4,0,685.8,2,0,4,0
2596,Beauty,1688,14.5,Prepaid_UPI,317,11,2,225.5,1,0,3,0
2597,Apparel,757,26.9,Prepaid_UPI,303,6,0,235.5,3,1,1,0
2598,Electronics,13331,0,Prepaid_Card,274,5,1,46.1,5,0,4,1
2599,Beauty,1379,42.4,Prepaid_Card,377,8,1,205.2,3,0,5,1
2600,Beauty,1894,24.5,COD,6,0,0,74.4,6,1,4,0
2601,Electronics,32801,15.3,Prepaid_Card,41,0,0,193.7,2,0,2,0
2602,Home,6995,15.5,COD,901,20,3,440.3,8,0,2,1
2603,Electronics,25696,35,COD,121,4,0,306.8,6,0,,0
2604,Footwear,4205,0,Wallet,517,11,0,460.6,4,1,3,0
2605,Apparel,1998,9.6,Prepaid_UPI,23,0,0,377.3,3,1,2,0
2606,Apparel,1928,20.2,COD,195,3,0,203.5,4,0,5,1
2607,Home,2067,20,COD,237,6,1,109.4,7,0,,0
2608,Apparel,1357,59.6,Prepaid_UPI,382,9,0,387.8,4,1,1,0
2609,Home,5969,16.9,COD,751,18,2,225.6,3,1,4,0
2610,Electronics,43953,36.9,COD,198,5,0,424.1,4,1,3,1
2611,Footwear,547,49.2,COD,64,2,0,278.5,2,0,4,0
2612,Footwear,1808,32.1,Prepaid_UPI,239,8,1,309.3,7,1,1,0
2613,Electronics,16195,11.9,Prepaid_Card,21,2,0,371.9,6,0,5,0
2614,Footwear,1654,2.7,COD,612,15,1,489.5,6,1,1,0
2615,Apparel,1871,33.2,COD,232,2,0,220.8,8,0,2,0
2616,Electronics,3174,46.7,Prepaid_Card,40,3,0,225.1,3,0,1,0
2617,Apparel,1047,30.2,Prepaid_Card,109,2,0,361.3,5,0,4,0
2618,Footwear,3347,40.5,Prepaid_UPI,406,9,1,147.3,4,0,2,0
2619,Footwear,2127,60.9,COD,364,6,0,347.1,8,1,3,0
2620,Beauty,489,34.6,Prepaid_UPI,55,5,0,378.7,4,1,3,0
2621,Footwear,2943,5.5,Wallet,21,0,0,735.5,1,1,2,1
2622,Beauty,1378,22.8,Prepaid_Card,635,17,6,337.7,3,1,4,1
2623,Apparel,2167,42.6,COD,2,1,0,468.7,6,1,2,1
2624,Beauty,1909,18.3,Prepaid_UPI,169,0,0,199.6,6,0,5,0
2625,Home,7894,44.6,COD,154,7,2,189.7,4,0,4,1
2626,Electronics,9362,21,COD,155,4,1,236.4,4,0,,0
2627,Home,6164,27,COD,119,0,0,167.4,5,0,1,0
2628,Electronics,25362,16.7,Wallet,356,7,2,344.5,6,0,5,0
2629,Apparel,1683,24.4,COD,689,16,2,139.3,5,1,5,1
2630,Apparel,1242,25.2,Prepaid_UPI,340,11,0,134.1,4,0,3,1
2631,Apparel,782,0,Prepaid_Card,214,4,1,126.6,4,1,5,1
2632,Electronics,3203,15.4,Prepaid_Card,501,6,1,311.5,3,1,,0
2633,Footwear,3853,3.5,COD,112,5,2,134.5,7,0,,1
2634,Home,6574,15.9,Prepaid_Card,159,5,1,134,4,1,3,0
2635,Electronics,8319,10.1,COD,241,1,0,135.5,2,0,4,0
2636,Electronics,29459,37.2,Prepaid_Card,745,17,3,46.5,9,0,5,1
2637,Electronics,33513,37.4,COD,21,1,0,183.4,3,0,2,0
2638,Apparel,1404,30.4,COD,64,1,0,350.6,3,1,3,0
2639,Footwear,1769,3,Prepaid_Card,263,4,0,328.1,2,1,3,0
2640,Apparel,1986,20.5,COD,26,0,0,334.1,3,1,4,1
2641,Home,5247,1.8,COD,363,7,2,376.5,6,1,3,1
2642,Footwear,3381,19.8,Wallet,23,1,0,354.9,1,1,1,0
2643,Home,5321,31.7,COD,154,5,0,199.7,5,1,5,1
2644,Footwear,3385,36.9,COD,507,7,3,360.3,3,1,5,1
2645,Apparel,661,29.1,COD,364,9,1,122.7,3,0,5,0
2646,Footwear,4190,40.9,COD,411,10,2,263.3,1,0,3,1
2647,Footwear,1643,25.9,Prepaid_UPI,608,14,0,126.5,4,0,2,1
2648,Footwear,3846,18.5,COD,540,11,0,170.1,1,1,,0
2649,Home,7179,35.1,Prepaid_Card,673,18,0,486.9,4,1,5,0
2650,Footwear,3105,35.6,Prepaid_Card,424,12,3,202.2,5,0,5,1
2651,Beauty,1556,14.1,COD,61,1,0,169.6,1,1,3,0
2652,Electronics,5976,27.7,Wallet,91,2,0,404.5,6,1,1,0
2653,Footwear,2245,17.6,Wallet,474,12,1,159.4,1,0,2,0
2654,Footwear,2947,0,COD,884,22,5,322.3,8,1,1,0
2655,Electronics,4786,28.6,COD,205,3,0,278.7,4,0,3,0
2656,Beauty,412,2.6,COD,309,5,0,231.2,3,0,5,0
2657,Electronics,44714,26.9,COD,689,16,4,148.3,5,0,4,1
2658,Home,2858,0,Prepaid_Card,472,8,2,562.4,3,0,2,0
2659,Apparel,1030,11.2,Prepaid_Card,583,9,1,165,1,1,1,0
2660,Apparel,853,15.5,Prepaid_Card,66,0,0,501.8,7,0,1,0
2661,Footwear,3084,40,COD,47,2,0,334.8,4,0,2,1
2662,Electronics,21921,14,COD,919,24,2,401.1,5,0,5,0
2663,Electronics,35821,5.9,Wallet,142,2,0,276,4,0,,0
2664,Apparel,1322,27.5,Wallet,93,2,0,573.2,3,0,2,0
2665,Electronics,1875,18.7,COD,25,1,0,656.5,2,1,2,0
2666,Footwear,2431,33.9,Prepaid_Card,32,0,0,216.2,6,1,5,1
2667,Footwear,721,6.8,Prepaid_Card,341,6,1,171.1,6,1,4,0
2668,Apparel,1888,25.2,Prepaid_UPI,1304,30,7,260.4,4,1,5,1
2669,Home,1175,59,Prepaid_Card,173,1,0,210.6,7,0,5,0
2670,Electronics,10703,18.4,Prepaid_UPI,725,15,0,459.2,4,0,1,0
2671,Home,3842,24.8,COD,703,15,3,344.4,7,1,,1
2672,Electronics,9749,0,COD,191,5,1,115.5,8,1,,1
2673,Electronics,24818,9.2,Wallet,212,2,0,113.3,7,1,4,0
2674,Electronics,21379,28.9,COD,230,5,1,285,5,1,1,1
2675,Home,7634,17.1,COD,936,18,1,457.5,2,0,4,0
2676,Electronics,5071,31.2,Prepaid_UPI,113,1,0,153.7,5,0,2,0
2677,Electronics,26461,28.4,Prepaid_UPI,37,2,0,328.9,3,0,4,0
2678,Footwear,3382,2.2,Prepaid_UPI,100,2,0,377.9,6,0,1,0
2679,Footwear,1011,37.2,Prepaid_UPI,367,11,3,339.1,8,0,2,0
2680,Electronics,29077,3.4,Prepaid_UPI,384,8,1,98.6,4,1,5,0
2681,Footwear,3957,10.5,COD,608,15,2,194.6,2,0,,1
2682,Footwear,3650,25.4,Prepaid_Card,334,9,0,196.1,6,0,5,0
2683,Apparel,2083,45.5,Prepaid_UPI,5,0,0,378.3,4,1,4,1
2684,Home,5849,6.9,Prepaid_UPI,1196,24,2,184.1,8,1,,0
2685,Apparel,1109,24.2,COD,1605,35,0,118.1,5,0,2,1
2686,Footwear,4182,24.3,COD,264,5,1,364.8,4,1,2,0
2687,Apparel,806,31.9,Prepaid_UPI,156,2,0,139.7,5,1,3,0
2688,Home,4795,39.8,COD,48,1,0,78.3,5,1,3,0
2689,Apparel,1778,15.9,COD,19,0,0,190.8,1,0,1,0
2690,Electronics,39406,37.2,Prepaid_UPI,44,0,0,84.6,3,0,,0
2691,Beauty,2304,42,Prepaid_Card,981,20,0,68.3,7,1,2,0
2692,Electronics,4922,48.8,COD,1192,26,5,41.5,3,0,,0
2693,Footwear,3404,29.5,COD,91,0,0,316.2,4,0,1,0
2694,Beauty,630,24.4,COD,119,1,0,249.5,4,0,,0
2695,Footwear,3616,14.9,Prepaid_UPI,403,9,1,723.5,3,0,4,0
2696,Apparel,1661,0.1,Prepaid_Card,274,5,0,171.6,4,0,2,1
2697,Footwear,1225,17.8,COD,1518,34,2,535,2,1,,1
2698,Apparel,1899,23.7,COD,301,4,1,326.3,1,1,,0
2699,Electronics,21426,20.4,COD,149,2,0,178.9,5,0,3,0
2700,Footwear,2675,31,COD,1096,28,6,124.3,8,1,4,0
2701,Home,7780,0.2,COD,39,0,0,284,6,1,,0
2702,Electronics,29960,19.3,Prepaid_Card,49,0,0,136.5,6,0,5,0
2703,Electronics,26979,51.9,COD,133,4,1,280.7,7,1,1,1
2704,Footwear,567,36.9,COD,311,5,0,133.7,5,0,1,0
2705,Home,1834,31.2,Prepaid_Card,1472,33,7,109.6,5,1,2,0
2706,Electronics,2364,27.9,Prepaid_Card,415,9,0,65.1,3,0,2,0
2707,Footwear,1833,16.5,COD,95,3,1,269.1,6,1,5,0
2708,Apparel,1020,0,COD,578,13,4,234.8,5,0,2,1
2709,Apparel,1355,28.9,COD,122,2,1,107.1,3,1,4,0
2710,Home,5611,0,COD,236,8,1,220.8,4,0,1,0
2711,Beauty,571,17.1,Prepaid_UPI,762,12,1,85.8,2,0,3,0
2712,Apparel,1483,21.9,COD,1,0,0,246.1,6,0,4,0
2713,Apparel,2051,15.3,Prepaid_UPI,606,12,0,224.9,8,0,4,0
2714,Apparel,733,54.6,Prepaid_UPI,348,4,0,355.2,2,0,3,0
2715,Footwear,3136,49.4,COD,331,6,2,82.4,7,0,3,1
2716,Apparel,482,37.5,COD,500,10,1,40.1,7,0,4,1
2717,Electronics,24464,8.1,COD,139,5,1,509.4,2,0,3,0
2718,Beauty,1893,50.8,COD,30,0,0,299.6,1,0,3,0
2719,Apparel,461,31.3,Prepaid_Card,11,0,0,153.9,5,1,5,1
2720,Home,2869,7.9,COD,861,18,2,486.6,4,0,2,0
2721,Electronics,39655,22.5,Prepaid_UPI,490,9,2,713.8,4,1,5,0
2722,Footwear,1402,36.4,Prepaid_Card,141,5,1,311.2,7,0,1,0
2723,Electronics,32862,13,Prepaid_UPI,213,7,0,221,4,0,3,0
2724,Electronics,28016,24.1,Prepaid_UPI,697,13,1,99.8,10,0,5,0
2725,Apparel,695,26.7,Prepaid_Card,121,6,1,186.3,1,1,2,0
2726,Footwear,3467,5.5,Wallet,182,3,0,99.7,3,0,1,0
2727,Footwear,2628,17.9,Wallet,445,8,1,307.5,3,0,4,1
2728,Apparel,602,6.6,COD,164,5,1,837.5,4,1,3,0
2729,Electronics,42782,35,COD,185,5,0,327.4,8,0,3,0
2730,Footwear,2468,8.4,COD,1059,23,2,487,2,0,,0
2731,Apparel,1741,26.4,COD,151,3,0,216.4,3,1,2,0
2732,Apparel,792,1.1,Prepaid_Card,230,7,2,301.8,3,0,2,0
2733,Home,1356,5,COD,336,6,1,198.2,4,0,2,0
2734,Electronics,33669,4.3,Prepaid_Card,56,1,0,79.2,5,0,3,0
2735,Apparel,1613,17.7,Prepaid_UPI,537,15,1,50.4,4,0,4,0
2736,Electronics,13206,24.7,COD,32,0,0,794,2,0,4,0
2737,Apparel,1743,27.5,Prepaid_Card,388,8,1,164.8,4,0,2,0
2738,Electronics,23319,0,COD,31,3,0,219,8,1,2,0
2739,Home,2984,19.5,Prepaid_UPI,1141,26,3,52.6,7,1,4,0
2740,Home,6359,10.7,Prepaid_Card,1419,33,11,199.3,3,1,2,0
2741,Apparel,1510,30,COD,706,13,1,366.8,5,1,1,0
2742,Footwear,2529,18,Prepaid_UPI,117,3,0,347.8,6,0,1,0
2743,Apparel,1792,20.8,COD,503,11,2,248.1,6,0,,1
2744,Footwear,2679,10.8,Prepaid_UPI,561,17,2,380.1,8,0,1,0
2745,Electronics,42308,47.9,Prepaid_Card,253,7,3,167.8,5,1,4,1
2746,Footwear,3772,2.7,COD,226,5,1,497,2,1,,1
2747,Apparel,1045,16,Prepaid_UPI,70,2,0,984.5,1,1,1,0
2748,Apparel,1237,23.6,Prepaid_UPI,660,15,1,451.2,6,0,4,0
2749,Electronics,43131,18.2,Prepaid_UPI,277,8,1,221.5,1,1,5,1
2750,Apparel,2011,10.5,Prepaid_Card,400,7,1,143.8,6,1,1,0
2751,Apparel,744,0,Prepaid_UPI,79,4,1,102.6,3,0,2,1
2752,Footwear,1597,11.6,COD,28,0,0,240.5,2,1,,0
2753,Footwear,1958,7.6,Prepaid_UPI,1,0,0,102.9,6,0,4,0
2754,Apparel,1984,47.2,Prepaid_UPI,688,14,0,281.6,2,1,3,0
2755,Footwear,4210,56,COD,779,17,2,226.1,6,0,,0
2756,Footwear,3709,21.2,COD,536,14,1,142,5,0,3,1
2757,Footwear,1603,0.9,COD,558,9,0,257.7,1,1,3,0
2758,Home,7130,33.1,COD,617,13,0,274.6,8,0,2,0
2759,Home,553,7.3,COD,509,8,1,326,7,1,5,0
2760,Electronics,19719,13.8,COD,370,8,1,234.4,7,0,4,1
2761,Home,3208,12.6,Prepaid_Card,660,12,3,310.9,7,0,3,0
2762,Beauty,1408,14.5,COD,367,8,2,473.1,3,1,4,0
2763,Apparel,1409,16.7,COD,432,9,2,109.7,7,0,2,1
2764,Apparel,806,2.3,Prepaid_UPI,12,2,1,105.2,6,1,1,1
2765,Apparel,768,11.5,COD,66,4,0,371.7,1,1,,0
2766,Beauty,2038,37.3,Prepaid_Card,44,1,0,164.7,2,0,5,0
2767,Electronics,4537,21.5,Prepaid_UPI,506,13,1,481.5,3,0,4,0
2768,Home,4098,23.9,Wallet,749,19,3,416,8,0,3,0
2769,Footwear,1267,0,Prepaid_Card,17,0,0,489.7,2,0,3,0
2770,Beauty,901,36.2,COD,7,3,0,76.6,3,1,4,0
2771,Apparel,899,11.7,COD,1158,26,3,227.3,2,0,5,1
2772,Footwear,3334,38.9,Wallet,955,19,1,312.6,3,0,3,0
2773,Footwear,2324,24.3,Prepaid_UPI,132,4,0,121.1,7,0,2,0
2774,Apparel,939,13.6,Prepaid_UPI,165,4,0,220.3,1,0,1,0
2775,Footwear,3825,0,Prepaid_UPI,261,3,0,290,6,0,1,0
2776,Electronics,4958,54.6,COD,341,5,0,149.5,3,0,3,0
2777,Home,6201,34,Prepaid_Card,1127,28,2,119.6,9,1,4,0
2778,Electronics,12076,34.9,Prepaid_UPI,58,2,0,191.4,5,1,,0
2779,Apparel,2052,49.3,Prepaid_UPI,166,7,1,504,4,0,1,1
2780,Apparel,410,25.4,COD,607,13,3,324.1,3,0,3,0
2781,Apparel,1402,42.3,Prepaid_Card,731,15,1,268.5,5,1,1,0
2782,Apparel,1520,14.8,COD,32,0,0,401.2,1,1,5,0
2783,Home,4745,33.1,Wallet,275,8,0,232.5,5,1,5,0
2784,Electronics,36898,12.5,COD,219,6,0,174.9,3,1,3,0
2785,Apparel,602,14.4,Prepaid_UPI,244,5,0,125.6,3,0,4,1
2786,Home,3500,23.5,COD,273,4,0,208,9,0,,0
2787,Home,6951,3,Prepaid_Card,21,3,1,357.1,8,1,1,1
2788,Electronics,40127,26.9,Prepaid_Card,164,3,0,34.9,8,1,3,0
2789,Beauty,1321,17.3,COD,7,0,0,176.2,6,1,,1
2790,Electronics,25639,0,Prepaid_UPI,242,4,0,216.9,5,1,2,0
2791,Footwear,3556,15.1,Prepaid_UPI,297,6,2,174.1,8,1,2,1
2792,Apparel,1803,16.8,Prepaid_UPI,520,13,2,57.3,5,0,5,0
2793,Footwear,4052,34.8,COD,297,4,0,409.3,6,0,3,0
2794,Beauty,2133,26.3,Prepaid_UPI,737,17,3,313.4,8,0,3,0
2795,Footwear,2158,43.7,Prepaid_Card,151,5,2,181.2,6,0,2,0
2796,Home,5303,29.8,Prepaid_Card,70,1,1,391.2,5,0,4,0
2797,Home,4021,13.7,Prepaid_Card,94,4,0,88.3,6,0,2,0
2798,Electronics,6367,21.1,Prepaid_Card,295,9,0,319.4,5,1,3,0
2799,Home,6627,16.8,COD,94,4,1,135.9,6,1,1,0
2800,Footwear,2907,29.3,COD,745,15,3,334.6,6,1,2,1
2801,Beauty,286,22.9,COD,1252,28,6,277.1,2,1,5,0
2802,Electronics,30847,12.6,COD,125,3,0,282,3,0,4,0
2803,Apparel,910,22.1,COD,1312,28,1,288.5,6,1,,0
2804,Home,833,28.9,COD,293,6,0,216.3,5,1,1,0
2805,Apparel,1492,6.9,Prepaid_UPI,103,1,0,277.9,4,0,2,0
2806,Apparel,1718,26.8,Prepaid_Card,93,7,0,104.9,5,1,5,0
2807,Electronics,23857,0,COD,272,6,0,218.8,1,0,4,0
2808,Footwear,523,38.6,Prepaid_UPI,189,6,1,101.6,4,0,5,0
2809,Apparel,1438,29.9,Wallet,1443,30,1,579.6,4,0,,0
2810,Apparel,412,46.4,Prepaid_UPI,327,11,1,136,5,0,3,0
2811,Apparel,2068,5.3,Prepaid_UPI,248,5,0,523.6,6,0,,0
2812,Footwear,1569,39,Wallet,145,3,1,425,4,1,,1
2813,Home,7007,36,Prepaid_Card,762,13,4,192.2,7,1,1,0
2814,Apparel,422,19.3,Wallet,947,23,1,155.5,2,0,1,0
2815,Apparel,575,16.4,Wallet,457,13,3,205.1,6,1,4,1
2816,Home,3776,5.7,COD,728,14,5,682.8,3,1,4,1
2817,Apparel,1765,1.8,Prepaid_UPI,234,8,2,182.3,7,1,,0
2818,Home,7558,10.7,Prepaid_UPI,421,7,1,472.3,5,1,2,1
2819,Electronics,24024,3.2,Prepaid_UPI,579,14,6,520.1,2,0,4,0
2820,Beauty,985,45.9,Prepaid_UPI,202,4,1,164.4,5,1,3,1
2821,Apparel,480,0,COD,1658,40,10,216.2,5,1,5,0
2822,Home,4795,24.2,COD,262,6,1,76,5,1,5,1
2823,Apparel,1084,28.5,Prepaid_Card,108,4,1,271.3,5,0,1,0
2824,Beauty,2286,27.4,Prepaid_UPI,303,9,1,271.5,4,0,4,0
2825,Beauty,1278,28.7,Prepaid_UPI,371,8,1,229.3,3,1,1,0
2826,Footwear,3562,36.2,Prepaid_UPI,933,21,0,208.3,1,0,,0
2827,Electronics,38352,15.3,Prepaid_UPI,318,5,0,369.7,6,1,1,0
2828,Apparel,577,23.3,Wallet,67,1,0,430.1,6,0,4,0
2829,Footwear,2263,17.6,COD,82,6,0,393.1,9,1,5,0
2830,Footwear,4075,41.5,Wallet,505,13,2,231.4,4,1,1,0
2831,Apparel,1164,53.5,COD,154,1,0,345.1,5,0,5,1
2832,Electronics,25954,4.1,Prepaid_Card,177,7,0,241.7,5,1,2,0
2833,Electronics,39442,0,COD,332,8,2,201.2,6,0,2,1
2834,Footwear,1430,30.5,Prepaid_Card,161,5,2,252.6,3,0,2,0
2835,Home,7188,38.1,COD,33,2,0,181.7,5,0,1,0
2836,Home,3357,51.4,COD,8,1,0,128.6,5,0,3,0
2837,Home,4866,33.1,Prepaid_Card,47,0,0,487.6,6,0,4,0
2838,Apparel,990,42.9,Prepaid_UPI,437,12,1,372.5,9,0,4,1
2839,Electronics,24288,46.9,COD,605,9,1,137.2,5,1,4,1
2840,Apparel,489,44,Prepaid_UPI,435,12,4,146.6,1,1,5,0
2841,Footwear,761,35.2,COD,177,4,0,279.2,2,1,3,1
2842,Electronics,19365,2.8,COD,84,4,1,240.4,7,1,,0
2843,Electronics,15871,21.9,COD,176,4,1,171.3,1,1,2,0
2844,Apparel,1508,26.5,Prepaid_Card,226,7,2,192.3,5,1,4,0
2845,Apparel,468,20.5,Prepaid_UPI,144,3,0,158.2,3,1,4,1
2846,Home,1591,21.4,Prepaid_Card,784,18,0,288.4,10,0,1,0
2847,Apparel,777,45.5,Prepaid_UPI,493,12,1,412.5,2,1,4,0
2848,Apparel,1193,10.6,Prepaid_Card,240,9,2,251.1,3,1,2,0
2849,Footwear,1487,34,Prepaid_UPI,18,2,0,212.8,6,0,1,0
2850,Electronics,7230,26.7,Wallet,215,2,1,124.9,4,0,5,1
2851,Electronics,27374,9.1,COD,890,19,6,88.8,3,1,2,0
2852,Electronics,33782,5.9,COD,437,11,4,104.7,2,1,1,0
2853,Footwear,3241,0,COD,261,8,1,290.6,3,1,5,1
2854,Electronics,13297,29.3,Prepaid_Card,818,17,5,295.7,3,1,1,0
2855,Footwear,3918,21.1,Prepaid_Card,286,11,1,67.8,4,1,2,0
2856,Beauty,1588,9.6,COD,162,4,0,101.7,9,0,2,0
2857,Home,5033,0,Prepaid_UPI,47,2,0,178.7,9,1,3,0
2858,Electronics,10523,28.5,Wallet,17,0,0,187.5,9,0,3,0
2859,Footwear,1469,19.4,COD,139,5,2,763.7,4,0,2,0
2860,Electronics,21994,11.3,COD,107,1,0,54.3,6,1,3,0
2861,Electronics,11617,7.5,COD,34,0,0,202.9,5,0,4,0
2862,Electronics,31338,18.4,COD,299,6,1,92.3,3,1,3,0
2863,Apparel,955,29,Prepaid_UPI,842,21,4,280.6,1,0,3,0
2864,Apparel,673,17.1,Prepaid_Card,518,12,2,166.4,1,0,4,0
2865,Electronics,7841,4.2,COD,43,0,0,185.4,5,0,3,0
2866,Apparel,629,21.1,Prepaid_Card,16,0,0,31.7,2,0,4,0
2867,Electronics,20461,37.7,COD,359,11,0,355.9,3,1,4,0
2868,Home,323,22.6,COD,496,11,1,702,5,0,4,0
2869,Beauty,1425,23,COD,584,14,0,226.6,1,1,2,0
2870,Apparel,937,17.1,Prepaid_Card,242,7,1,248,8,0,3,0
2871,Home,4554,8.7,Prepaid_Card,68,0,0,381.2,5,1,2,0
2872,Electronics,42172,8.2,Prepaid_UPI,406,12,3,238.3,4,0,3,0
2873,Apparel,1964,0,COD,358,6,0,234.9,3,1,1,0
2874,Apparel,1438,39.7,Prepaid_UPI,800,17,4,354,6,0,1,1
2875,Apparel,1153,28.9,COD,209,8,2,60.1,2,0,2,0
2876,Apparel,1657,23.2,COD,96,5,1,277.4,7,0,5,1
2877,Apparel,2062,26.4,Prepaid_UPI,25,2,0,163.6,6,1,4,0
2878,Electronics,22642,27.1,Prepaid_UPI,101,4,1,478.2,3,0,4,0
2879,Electronics,5550,11,COD,528,14,1,276.6,4,0,,0
2880,Apparel,1779,17.1,Prepaid_Card,243,8,1,163.5,7,0,2,1
2881,Apparel,419,14.9,Prepaid_UPI,255,9,0,322.9,5,0,5,0
2882,Apparel,1776,59.7,Wallet,339,8,0,383.2,4,0,4,0
2883,Home,954,37.3,Prepaid_Card,143,2,0,240,3,1,3,0
2884,Electronics,5870,24.5,COD,317,7,1,520.6,4,1,,0
2885,Home,6319,42.5,Prepaid_Card,336,8,2,460.4,4,0,2,0
2886,Apparel,1641,40.6,COD,1322,29,2,271.9,5,1,3,0
2887,Apparel,1411,1.3,COD,407,7,2,175.3,4,1,5,1
2888,Beauty,2078,18.7,Prepaid_Card,281,7,2,62.6,2,1,4,0
2889,Apparel,1932,21.8,Prepaid_UPI,270,3,1,201.5,7,0,3,1
2890,Apparel,1224,31.2,COD,77,2,0,165.3,6,1,,0
2891,Apparel,2193,18.6,Prepaid_UPI,393,9,3,268.3,2,0,5,0
2892,Beauty,990,20.5,Prepaid_UPI,127,3,1,223.9,3,0,5,0
2893,Home,1621,15.1,Prepaid_UPI,147,5,0,243,6,1,5,0
2894,Home,6814,37.7,COD,418,11,1,269.4,3,0,,1
2895,Beauty,1127,0.3,COD,333,12,1,431.3,4,1,5,0
2896,Apparel,1974,15.6,COD,103,1,0,181.1,4,1,,1
2897,Beauty,294,0,COD,448,11,1,188.4,3,0,2,0
2898,Apparel,600,6.6,COD,533,12,1,349.5,2,1,1,0
2899,Home,610,26.8,COD,86,2,0,535.1,4,0,3,1
2900,Electronics,27568,27,COD,100,0,0,303.1,2,0,5,0
2901,Electronics,37636,17.3,COD,424,7,1,758.8,3,1,5,0
2902,Beauty,1096,38.9,Wallet,157,4,0,233,6,1,4,0
2903,Apparel,563,42.3,Prepaid_UPI,43,0,0,315.1,3,1,,0
2904,Beauty,1028,21,COD,1023,22,4,182.7,6,1,1,0
2905,Electronics,16444,25.8,Wallet,117,1,0,868.4,7,1,4,0
2906,Home,5255,15.2,COD,948,20,6,389,4,1,3,0
2907,Beauty,1683,31.4,COD,214,7,1,290.5,6,1,3,1
2908,Apparel,585,4.1,Prepaid_UPI,264,4,1,898.9,3,1,2,1
2909,Beauty,1137,48.9,Prepaid_Card,114,4,0,172,6,1,1,0
2910,Home,5247,39.1,COD,1073,23,0,49.2,6,0,3,0
2911,Home,2293,4,COD,179,3,0,136.7,8,1,2,1
2912,Apparel,1133,10.2,Prepaid_Card,86,3,1,161.9,7,1,3,1
2913,Electronics,28080,28.3,Prepaid_Card,40,0,0,301.9,5,0,1,0
2914,Home,3402,16.9,COD,577,11,1,375.9,11,0,4,0
2915,Electronics,2552,30.2,Prepaid_Card,412,8,3,91.5,6,1,4,0
2916,Apparel,801,16.6,COD,60,0,0,324.3,7,1,3,0
2917,Apparel,1797,44.9,Prepaid_Card,748,17,1,56.8,3,0,1,0
2918,Footwear,1494,22.1,COD,190,0,0,120.9,4,0,3,0
2919,Apparel,1872,58.3,Prepaid_UPI,204,6,1,411.5,5,1,2,1
2920,Home,3895,31,Prepaid_UPI,425,11,1,536.6,2,1,1,0
2921,Beauty,1261,1.8,COD,1307,32,7,418.1,5,1,,0
2922,Apparel,1787,53.3,Prepaid_UPI,265,10,0,198.4,4,1,5,0
2923,Apparel,1090,38.5,COD,467,12,1,151,7,0,5,1
2924,Home,2136,27.7,COD,954,20,1,449.1,7,0,,0
2925,Apparel,589,31.7,Prepaid_Card,722,20,4,136,5,0,1,0
2926,Home,5474,4.2,Prepaid_Card,458,8,1,326.2,4,0,1,0
2927,Home,3919,0,Prepaid_UPI,397,5,1,175.1,8,0,3,0
2928,Home,6532,21.4,Wallet,625,18,5,309.5,1,0,2,0
2929,Electronics,21246,42.7,COD,167,5,1,88.2,1,0,5,0
2930,Home,3494,27.9,COD,340,4,0,559.8,6,1,1,0
2931,Home,2601,47.6,Prepaid_Card,708,13,2,97.3,4,1,,0
2932,Apparel,759,41.8,COD,82,3,0,129.6,4,0,2,0
2933,Home,6694,22.3,COD,186,2,0,268.3,1,1,5,0
2934,Footwear,881,39.8,Wallet,248,4,0,511.4,3,1,5,1
2935,Home,7246,44.8,Prepaid_UPI,85,6,1,115.7,8,0,4,0
2936,Electronics,2379,20.8,Wallet,317,11,1,200.4,7,1,2,0
